1000; 0;
2000; 1997500;
3000; 5985200;
4000; 10971900;
5000; 17953100;
6000; 25959400;
7000; 36902800;
8000; 46907500;
9000; 58873500;
10000; 72815700;
20000; 280251900;
30000; 657275200;
40000; 1137942200;
50000; 1809157800;
60000; 2565466600;
70000; 3524660000;
80000; 4572518000;
90000; 5912780200;
100000; 7368506100;
500000; 181181051300;
1000000; 770246014200;
