5000; 0;
15000; 996400;
25000; 2984300;
35000; 4019400;
45000; 6030400;
55000; 6972000;
65000; 7967600;
75000; 8982500;
85000; 10979600;
95000; 10973400;
105000; 12967000;
115000; 13997600;
125000; 14959700;
135000; 28943800;
145000; 20932300;
155000; 24932800;
165000; 22938400;
175000; 24918100;
185000; 26928400;
195000; 25921700;
205000; 23937200;
215000; 25932200;
225000; 25976400;
235000; 28875300;
245000; 28948100;
255000; 31582400;
265000; 32910500;
275000; 31915900;
285000; 37897600;
295000; 36901300;
305000; 35910200;
315000; 36929800;
325000; 37899800;
335000; 39879200;
345000; 41889200;
355000; 58843900;
365000; 43883900;
375000; 46923100;
385000; 44881200;
395000; 45878500;
405000; 47873200;
415000; 48870500;
425000; 49867800;
435000; 52880200;
445000; 50865100;
455000; 52892600;
465000; 56658700;
475000; 56880700;
485000; 56849600;
495000; 59839400;
505000; 58845300;
515000; 77793100;
525000; 61857300;
535000; 62117600;
545000; 66820600;
555000; 64860000;
565000; 67820000;
575000; 64828000;
585000; 69812700;
595000; 69807900;
605000; 87759200;
615000; 72838800;
625000; 90791300;
635000; 73803800;
645000; 72807400;
655000; 77794600;
665000; 76796500;
675000; 80798500;
685000; 80815100;
695000; 81782400;
705000; 81782400;
715000; 83777100;
725000; 86734400;
735000; 82779700;
745000; 86770300;
755000; 88816200;
765000; 91789000;
775000; 91951900;
785000; 91757000;
795000; 93774800;
805000; 90758400;
815000; 96742400;
825000; 97741100;
835000; 116691500;
845000; 97739700;
855000; 99722900;
865000; 103758000;
875000; 102707600;
885000; 101728200;
895000; 104721700;
905000; 121676400;
915000; 123666500;
925000; 106712400;
935000; 108710300;
945000; 110705000;
955000; 110705100;
965000; 115713900;
975000; 114725200;
985000; 117680600;
995000; 117723100;
1005000; 122655600;
1015000; 117718600;
1025000; 117684400;
1035000; 119679200;
1045000; 122326300;
1055000; 140625100;
1065000; 124698000;
1075000; 122673200;
1085000; 129710800;
1095000; 124667700;
1105000; 130664400;
1115000; 127659700;
1125000; 130638400;
1135000; 132674300;
1145000; 131649000;
1155000; 137665900;
1165000; 138630300;
1175000; 135635500;
1185000; 138630400;
1195000; 139588900;
1205000; 139625100;
1215000; 140624900;
1225000; 146609800;
1235000; 145657100;
1245000; 146618700;
1255000; 149607200;
1265000; 149631000;
1275000; 150630400;
1285000; 150596800;
1295000; 149601200;
1305000; 150596400;
1315000; 150598300;
1325000; 158578800;
1335000; 155586200;
1345000; 158611100;
1355000; 175561500;
1365000; 156582900;
1375000; 156595100;
1385000; 161568900;
1395000; 169589100;
1405000; 181614700;
1415000; 166555600;
1425000; 165525700;
1435000; 171524900;
1445000; 169547600;
1455000; 166555800;
1465000; 174567800;
1475000; 176536200;
1485000; 178545000;
1495000; 176529000;
1505000; 177524400;
1515000; 179906400;
1525000; 179519400;
1535000; 179515700;
1545000; 177498000;
1555000; 177527100;
1565000; 181602200;
1575000; 189527800;
1585000; 183510200;
1595000; 186101700;
1605000; 181515600;
1615000; 194513600;
1625000; 192506000;
1635000; 184504900;
1645000; 195498500;
1655000; 195526000;
1665000; 189494200;
1675000; 201463100;
1685000; 194480800;
1695000; 201043700;
1705000; 205486100;
1715000; 193483600;
1725000; 204487200;
1735000; 202447800;
1745000; 208476500;
1755000; 202459500;
1765000; 202459500;
1775000; 206448900;
1785000; 211435500;
1795000; 213466000;
1805000; 208444000;
1815000; 215457400;
1825000; 215458200;
1835000; 216133400;
1845000; 212430300;
1855000; 221442100;
1865000; 214397100;
1875000; 215808700;
1885000; 223440900;
1895000; 223390300;
1905000; 233000300;
1915000; 221407300;
1925000; 228341100;
1935000; 220411500;
1945000; 230924000;
1955000; 225398100;
1965000; 226396700;
1975000; 229419900;
1985000; 228390100;
1995000; 239398100;
2005000; 242352800;
2015000; 237399400;
2025000; 234359000;
2035000; 233374200;
2045000; 236366200;
2055000; 237366100;
2065000; 246356300;
2075000; 250543500;
2085000; 246210600;
2095000; 245345100;
2105000; 243350100;
2115000; 247369400;
2125000; 247339400;
2135000; 250328600;
2145000; 253325600;
2155000; 244347400;
2165000; 255318100;
2175000; 255343400;
2185000; 259492400;
2195000; 260338200;
2205000; 255318100;
2215000; 257312800;
2225000; 267319600;
2235000; 259308600;
2245000; 267286100;
2255000; 264088000;
2265000; 267317800;
2275000; 269313800;
2285000; 263296700;
2295000; 264294100;
2305000; 262299400;
2315000; 278287100;
2325000; 268246700;
2335000; 267286000;
2345000; 273270100;
2355000; 271275400;
2365000; 278217300;
2375000; 272272700;
2385000; 284265700;
2395000; 275264700;
2405000; 278235700;
2415000; 288281800;
2425000; 278256700;
2435000; 295211800;
2445000; 296206200;
2455000; 290246900;
2465000; 291314600;
2475000; 292249300;
2485000; 289224600;
2495000; 292258300;
2505000; 299245900;
2515000; 308204300;
2525000; 288230000;
2535000; 316185000;
2545000; 303190000;
2555000; 293219300;
2565000; 299200900;
2575000; 294196700;
2585000; 296180200;
2595000; 303191600;
2605000; 298204600;
2615000; 310204100;
2625000; 315191200;
2635000; 309177700;
2645000; 310171300;
2655000; 314150300;
2665000; 313199200;
2675000; 320184000;
2685000; 314160700;
2695000; 312167200;
2705000; 323177300;
2715000; 313163400;
2725000; 316155300;
2735000; 317150000;
2745000; 314160600;
2755000; 325131300;
2765000; 317152600;
2775000; 327158900;
2785000; 325131400;
2795000; 321141900;
2805000; 329154400;
2815000; 333164400;
2825000; 331147800;
2835000; 333110000;
2845000; 329120800;
2855000; 329686500;
2865000; 331115300;
2875000; 346124000;
2885000; 360683800;
2895000; 352109600;
2905000; 344075700;
2915000; 338096700;
2925000; 347072600;
2935000; 338096600;
2945000; 339126700;
2955000; 341089800;
2965000; 353065000;
2975000; 363060700;
2985000; 353312800;
2995000; 351061900;
3005000; 352059300;
3015000; 351028300;
3025000; 350275200;
3035000; 354053600;
3045000; 352059200;
3055000; 351061900;
3065000; 364059800;
3075000; 366021900;
3085000; 357700800;
3095000; 356048500;
3105000; 369051100;
3115000; 358043200;
3125000; 361036500;
3135000; 364060200;
3145000; 372039500;
3155000; 380016500;
3165000; 373035700;
3175000; 368016600;
3185000; 399965000;
